dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Suppose A and B are n × n matrices with real entries. Which of the follow are TRUE?
I. The trace of A^2 is nonnegative.
II. If A^2 = A, then the trace of A is nonnegative.
III. The trace of AB is the product of the traces of A and B.
Options:
A. II only
B. III only
C. I and II only
D. II and III only
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_75
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Phosphocreatine in the muscle cell is found in:
Options:
A. the mitochondria.
B. all subcellular compartments.
C. the sarcolemma.
D. the cytoplasm.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_76
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Two volleyball teams that played in adjoining areas were competing in the National Volleyball Tournament Championship in a distant city. Both teams were staying at the same hotel. The assistant coach of one of the teams learned that the team captain of the other team was staying in the next room. In order to obtain information about the other team's strategy for the championship game, the assistant coach used electronic devices placed against the wall to listen to and record conversations between the team captain and his teammates. The assistant coach later bragged to others about having eavesdropped on the team captain, and the team captain eventually heard about what the assistant coach had done. If the team captain asserts a claim against the assistant coach for invasion of privacy, will the team captain prevail?
Options:
A. Yes, because the assistant coach was recording the conversation for the use and advantage of his team.
B. Yes, because the team captain had a reasonable expectation of privacy in his hotel room.
C. No, because the assistant coach's electronic devices did not physically intrude into the team captain's room.
D. No, because there was publication of the recorded conversations.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_77
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is an example of an implied power of the Congress?
Options:
A. regulation of interstate commerce
B. borrowing money on the credit of the United States
C. oversight of executive branch agencies
D. declarations of war
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_78
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
There are several differences between Parametric and Nonparametric Statistical Tests, for ex. Nonparametric Statistical Tests are less powerful than parametric tests. From your knowledge about the parametric tests, which statement can not be correct?
Options:
A. They are used for ordinal and nominal data
B. They are based on normal distribution
C. They are based on homogeneity of variance
D. They are based on Independence of Observations
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_79
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A 1-kg object is released from rest at the top of a rough-surfaced incline. The object slides without rotating to the bottom of the incline. The object’s kinetic energy at the bottom must be
Options:
A. Equal to the block’s gravitational potential energy when it was released, because total mechanical energy must be conserved.
B. Equal to the block’s gravitational potential energy when it was released, because the gain in kinetic energy compensates for the mechanical energy lost to thermal energy on the rough incline.
C. Less than the block’s gravitational potential energy when it was released, because the gravitational potential energy was converted both to thermal energy and to kinetic energy.
D. Less than the block’s gravitational potential energy when it was released, because the work done by the friction force must be greater than the block’s gain in kinetic energy.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_80
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If a gas occupies 0.1L at 200atm, what will its volume be at 1atm?
Options:
A. slightly less than 20L
B. 20L
C. slightly more than 20L
D. 2000L
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_81
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the term for commentary on the Qur'an, which means ""unveiling""?
Options:
A. fiqh
B. dhikr
C. ijtihad
D. tafsir
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_82
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
How many votes in the Senate must a presidential nominee to the Supreme Court receive in order to be confirmed?
Options:
A. Forty percent
B. Fifty-one percent
C. Fifty-five percent
D. Sixty percent
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_83
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If the Sun collapsed to become a black hole Planet Earth would
Options:
A. continue in its present orbit.
B. likely be sucked into the black hole.
C. be pulled apart by tidal forces.
D. Both C and D.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_84
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The initials ADL stand for
Options:
A. Activities of Daily Living
B. American Disease Legion
C. Always Delay Learning
D. Ancient Dependent Ladies
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_85
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
With the presence of a positive externality, which of the following would correct the externality?
Options:
A. A government subsidy.
B. A government tax.
C. A higher price.
D. A lower level of output.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_86
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following heavenly bodies have never had a spacecraft landed on it?
Options:
A. Venus
B. Mars
C. The Moon
D. Jupiter
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_87
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Gulde’s tax basis in Chyme Partnership was $26,000 at the time Gulde received a liquidating distribution of $12,000 cash and land with an adjusted basis to Chyme of $10,000 and a fair market value of $30,000. Chyme did not have unrealized receivables, appreciated inventory, or properties that had been contributed by its partners. What was the amount of Gulde’s basis in the land?
Options:
A. $0
B. $10,000
C. $14,000
D. $30,000
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_88
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the implication of American exceptionalism in terms of global economics?
Options:
A. It encourages the use of tariffs
B. It encourages nationalization
C. It encourages liberalization of global trade
D. It encourages redistribution of wealth
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_89
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the first letter best reflects which of the following developments in early modern Africa?
Options:
A. A growing dependence on trade with Europe for manufactured goods
B. Vigorous resistance to European expeditions of conquest
C. The establishment of Portuguese trading posts along the coastline
D. The consolidation of states along the Atlantic coast of Africa
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_90
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
As of 2017, the share of global deaths by suicide is about
Options:
A. 0.70%
B. 1.40%
C. 2.80%
D. 5.60%
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_91
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
Which of the following best explains the presence of Buddhist communities within Sassanid Persia?
Options:
A. Persian efforts to convert people away from Buddhism inspired further followers.
B. Buddhism's apocalyptic message swayed converts in Persia.
C. Persia's location sat astride international trade routes with India.
D. Buddhists were granted limited toleration by Zoroastrians.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_92
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
Which of the following best explains why South Carolina chose to secede from the Union in 1860?
Options:
A. The failures of the Compromise of 1850 hindered South Carolina's trade relationships with Western states, leading to severe economic recession.
B. The Battle of Fort Sumter occurred in Charleston, prompting public outrage over Union aggression.
C. President Lincoln signed the Emancipation Proclamation, thus undermining slavery in the South.
D. Lincoln's election on a Free-Soil platform led Southern politicians to conclude that secession was necessary.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_93
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
—Thomas Paine, The Age of Reason, 1794–1795
The document above supports which of the following demands of the Enlightenment philosophes?
Options:
A. Deism should be adopted by all as the only logical religion.
B. Religious toleration leads to the destruction of social unity.
C. Skepticism is not a reliable way of examining information.
D. Religious toleration should be given to all people of all religions.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_94
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A defendant was charged with vehicular battery after driving through a red light and crashing into a woman's small convertible. The woman suffered massive internal injuries and lapsed into a coma for several hours after she reached the hospital. The woman's best friend, who was a passenger in the car, miraculously received only a few minor bruises. After the collision, the passenger stayed with the woman trying to comfort her until the ambulance arrived. At trial, the passenger is called to testify. While on the witness stand, she gazes with sorrow at the woman, who is still wearing a cast on her leg. The passenger testifies that the first thing she remembered seeing after the accident was the woman's bloodied body trapped in the mangled wreckage. The state's attorney then asked the passenger if the woman said anything to her before being taken to the hospital. The passenger answered, ""Yes, she told me: I know I'm dying. Why did he have to run that red light?""Upon objection by the defendant's attorney, the court should rule the passenger's testimony
Options:
A. admissible, because it is irrelevant that this is not a homicide case.
B. admissible, because the woman believed her death was imminent when she made the declaration.
C. inadmissible, because of the close relationship between the woman and the passenger.
D. inadmissible, because it is hearsay not within any recognized exception.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_95
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Suppose that for some $a,b,c$ we have $a+b+c = 6$, $ab+ac+bc = 5$ and $abc = -12$. What is $a^3+b^3+c^3$?
Options:
A. 90
B. 99
C. 64
D. 91
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_96
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A defendant was arrested and charged with burglarizing a home. At trial, the main issue of contention centered on the identity of the burglar. The state called the homeowner to testify, but his identification testimony was inconclusive. The homeowner testified that he was asleep during the burglary and awoke as the burglar was fleeing the premises. The homeowner admitted that he didn't see the face of the burglar and couldn't even tell whether the person was male or female. Thereafter, the prosecution offers evidence that at the time of the burglary, the defendant needed money to defend himself against other burglary charges. This proffered evidence should be
Options:
A. admitted without restriction as probative evidence of motive.
B. admitted, provided the court instructs the jury to limit use of the evidence to the defendant's motive to burglarize.
C. excluded as lacking any probative value.
D. excluded as substantially more unfairly prejudicial than probative.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_97
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A city filed eminent domain proceedings in order to obtain 40 beach houses fronting a particularly attractive stretch of shoreline. As part of an elaborate plan to increase the city's tourist trade and revive the local economy, the city planned to sell the beach houses to a company that would demolish the houses and build a luxury hotel in their place. The owners of the beach houses have challenged the city's exercise of eminent domain, contending only that the city's plan is unconstitutional. Will the owners of the beach houses be likely to prevail?
Options:
A. No, because a property owner can challenge an exercise of eminent domain only on the ground of the sufficiency of the compensation.
B. No, because the planned sale to the private developer to increase the tourist trade qualifies as a public use.
C. Yes, because a public entity cannot seize the property of one person in order to transfer that property intact to other private parties.
D. Yes, because the city's action would deprive the owners of all economic use of their property.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_98
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Plaid Pants, Inc. common stock has a beta of 0.90, while Acme Dynamite Company common stock has a beta of 1.80. The expected return on the market is 10 percent, and the risk-free rate is 6 percent. According to the capital-asset pricing model (CAPM) and making use of the information above, the required return on Plaid Pants' common stock should be , and the required return on Acme's common stock should be .
Options:
A. 3.6 percent; 7.2 percent
B. 9.6 percent; 13.2 percent
C. 9.0 percent; 18.0 percent
D. 14.0 percent; 23.0 percent
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_99
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Suppose A is a 3 × 3 matrix such that det(A − λI) = −λ^3 + 3λ^2 + λ − 3, where I is the 3 × 3 identity matrix. Which of the following are TRUE of A?
I. The trace of A is 3.
II. The determinate of A is −3.
III. The matrix A has eigenvalues −3 and 1.
Options:
A. I only
B. II only
C. III only
D. I and II only
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_100
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In the Inquiry, Hume claims that our final verdicts on moral matters are derived from:
Options:
A. reason.
B. a moral sense that is unique to each person.
C. a moral sense that is universal in our species.
D. emotion.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_101
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is an important consideration when deciding the nature of tests to use in a financial statement audit?
Options:
A. Tests of details typically provide a low level of assurance.
B. Analytical procedures are an inefficient means of obtaining assurance.
C. The procedures to be applied on a particular engagement are a matter of the auditor’s professional judgment.
D. The use of tests of controls should be considered without regard to the level of assurance required.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_102
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Oligomycin is an antibiotic that blocks proton channels in the cristae of mitochondria by binding to ATP synthase. Which of the following would be the first expected response after the application of oligomycin to cells?
Options:
A. Water production would increase.
B. H+ would increase inside the intermembrane space (the compartment between inner and outer membranes).
C. H+ would increase in the matrix (inside mitochondrial inner membrane).
D. H+ would increase outside mitochondria.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_103
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I plan on taking my best friends girlfriend, out to the movies to win her over. Scenario 2 | I gave the sick child two hundred advil for her fever
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_104
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In a false imprisonment action by a plaintiff against a defendant, the plaintiff calls a witness to testify that the incident occurred on particular date. The witness was not questioned about an affidavit he made for trial in which he stated that the incident occurred on a different date. After the witness left the stand, but before he was excused, the defendant's attorney offers into evidence the affidavit. Assuming that the affidavit is properly authenticated, the trial judge should rule it
Options:
A. admissible as substantive evidence.
B. admissible for impeachment purposes only.
C. inadmissible, because the defendant's attorney failed to question the witness about the affidavit while on the stand.
D. inadmissible as hearsay not within any recognized exception.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_105
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The government can promote economic growth by
Options:
A. setting a minimum wage.
B. regulating industry.
C. taxing firms that waste resources.
D. job training programs.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_106
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is the most likely benefit of periodic natural wildfires in some forest ecosystems?
Options:
A. The fires remove dead and decaying plant matter, reducing the risk of more intense and destructive fires.
B. The fires leach nutrients from the soil‚ preventing the germination of plants that might compete with native species.
C. The fires drive off herbivores whose plant-based diets reduce the amount of vegetation.
D. The fires dry out the soil and decrease the chance of flooding after heavy rains.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_107
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the baseball term for a batter who substitutes for another batter?
Options:
A. Switchhitter
B. Shadow hitter
C. Clip hitter
D. Pinch hitter
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_108
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Before we can collect data from other human beings we must make sure that they
Options:
A. Have information that will be worth our effort to collect
B. Are going to be honest and forthright
C. Are informed about our study and give their consent to participate
D. Have been granted permission to participate by the IRB
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_109
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
When three standard dice are tossed, the numbers $a,b,c$ are obtained. Find the probability that $abc = 180$.
Options:
A. \frac{1}{30}
B. \frac{1}{72}
C. \frac{1}{71}
D. \frac{1}{70}
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_110
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Carter Co. had the following items on its balance sheet at the end of the current year: Cash and cash equivalents $ 200000 Short-term investments 100000 Accounts receivable 400000 Inventories 600000 Patent‚Äì10 years 300000 Equipment 1000000 Accumulated depreciation 200000 The amount of current liabilities at the end of the current year was $640000. What is Carter's working capital at the end of the current year?
Options:
A. $60,000
B. $560,000
C. $660,000
D. 960000
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_111
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A used car dealer needs to disclaim any implied warranty of merchantability. Which of the following is not considered an effective way of making a full disclaimer of the implied warranty?
Options:
A. By stating in the contract that there is no ""implied warranty of merchantability.
B. By stating in writing that the vehicle is sold ""as is.""
C. By setting forth an express disclaimer that is clear, on the point, and conspicuous.
D. By limiting the amount to the value of the vehicle sold.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_112
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hid the love note in the teenager's locker. Scenario 2 | I gripped the woman's hand because she was falling.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_113
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In what country are the most Basque speakers found?
Options:
A. Denmark
B. Finland
C. Luxembourg
D. Spain
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_114
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A buyer expressed interest in purchasing an industrial air-conditioning system manufactured by the seller. The parties agreed orally on a price of $100,000 for the system, but continued to negotiate over several points. When all matters regarding the air-conditioning system were finally settled, the parties signed a written agreement. It provided that the price for the system, which would be delivered on June 1, would be $110,000. The written agreement, a lengthy form contract, did not contain a merger clause. The seller delivered the system on June 1, but the buyer refused to pay more than $100,000, citing the earlier oral agreement as to price. The seller sued the buyer for the additional $10,000 under the written agreement. Is the court likely to admit the evidence of the orally agreed price of $100,000?
Options:
A. No, because the buyer assumed the risk of any mistake as to price.
B. No, because the oral price term would contradict an express term in the written agreement.
C. Yes, because the oral price term is relevant to whether the writing should be reformed.
D. Yes, because the written agreement did not contain a merger clause.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_115
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Physiological reactions to surprise or shocks are most controlled by which of the following parts of the nervous system?
Options:
A. somatic nervous system
B. sympathetic nervous system
C. endocrine system
D. serotonin system
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_116
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the most common way for a virus to kill a cell?
Options:
A. Dissolves the cellular membrane
B. Induces apoptosis via caspases
C. Fragments cellular DNA
D. Totally blocks cellular transcription
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_117
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Social influence occurs when an individual’s attitude, thoughts, feelings, or behaviors are affected by the persuasive effect of others. There are many responses. Which type of social influence represents the Milgram effect?
Options:
A. Conformity
B. Obedience
C. Compliance
D. Power
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_118
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
From the perspective of feminist therapy, therapist self-disclosure is:
Options:
A. contraindicated because it puts the client in a passive role.
B. necessary during the early stages of therapy to encourage the client''s participation.
C. a means of fostering a special bond between the client and the therapist.
D. useful for promoting an egalitarian relationship between the therapist and client.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_119
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is an n-type semiconductor?
Options:
A. Silicon
B. Diamond
C. Silicon carbide
D. Arsenic-doped silicon
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_120
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Members of Congress are allowed to mail letters to their constituents at the government's expense because of
Options:
A. gerrymandering
B. pork-barrel legislation
C. the Sixteenth Amendment
D. the franking privilege
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_121
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
According to Hakim (1995, 1996), the majority of part-time work is done by women because:
Options:
A. part-time jobs pay relatively high wages and so are financially beneficial
B. they make a rational choice to combine employment with their 'home-centred' lives
C. their choices are constrained by structural factors, such as being unable to afford childcare
D. full time work is not available in the kinds of occupations that they want to enter
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_122
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Embedded in the inner membrane of the mitochondrion are:
Options:
A. the enzymes of the tricarboxylic acid cycle (Krebs' cycle).
B. the components of the electron transport chain.
C. glycogen molecules.
D. triacylglycerol molecules.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_123
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
How have the World Bank and International Monetary Fund, as international financial institutions (IFIs), affected the development of poorer countries?
Options:
A. Financial policies advocated by the World Bank and IMF were readily adopted by developing countries that sought to bring their economic development into line with wealthier nations. The IFIs focus has been on achieving human security and the promotion of development at a societal level.
B. Through the implementation of specific financial policies adopted at the bequest of global financial institutions, many developing countries have gained economic prosperity and the correlating levels of human security.
C. The World Bank and IMF tend to operate in an economic arena that includes only major financial institutions and wealthy states; coupled with a respect for sovereignty, the scope of such institutions does not reach to interference in national politics.
D. IFIs identified the economic failings of developing countries as being the result of political problems. Thus, IFIs adopted an approach that involved political and economic restructuring of these states, coercing governments into the adoption of specific financial policies designed to promote debt repayment and economic development.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_124
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In a cartoon, an angel is perched on one shoulder and a devil is perched on the other shoulder of a character who needs to decide whether to give money to a homeless man or not. The devil says, ""Don't give him anything, you'll make better use of the money than he will."" The angel says, ""Give him the money because he needs it more than you do."" The character gives the homeless man half of his money. In a Freudian interpretation, the angel represents the character's
Options:
A. libido
B. id
C. ego
D. superego
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_125
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:
Options:
A. It is a sin for humans not to apply reason.
B. The principles of natural law are discoverable by reason.
C. Natural law does not apply without good reason.
D. The law of nature is the basis of all positive law.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_126
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Morgan is on a social networking website. She has 60 female friends and 50 male friends and belongs to 5 social groups. If 30% of her female friends live in town and 40% of her male friends live in town, how many out-of-town friends does she have on the social networking site?
Options:
A. 38
B. 72
C. 110
D. 360
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_127
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
One approach to handling fuzzy logic data might be to design a computer using ternary (base-3) logic so that data could be stored as “true,” “false,” and “unknown.” If each ternary logic element is called a flit, how many flits are required to represent at least 256 different values?
Options:
A. 4
B. 5
C. 6
D. 7
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_128
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Early settlements and high population density along coastlines and rivers are best attributed to which of the following?
Options:
A. Mediterranean climate
B. Limited forest cover
C. Growth of manufacturing
D. Access to trade routes
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_129
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I memorized all the ways to cheat on math problems. Scenario 2 | I drove above the speed limit to get to the strip club.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_130
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A first-year law student worked as a part-time law clerk at a prestigious law firm. He was permitted to borrow law books and legal treatises to take home for his own personal use. One afternoon, the law student was preparing a brief in the firm's law library when he noticed a book lying on the conference table. Making sure no one was watching him, he took the book and placed it in his briefcase. He planned to take the book home that night with the intention of not returning it. If the law student is subsequently charged with larceny of the book, which of the following claims, if true, would LEAST aid him in his defense?
Options:
A. The law firm had failed to give him his salary for two weeks, and he took the book as security for the debt.
B. He intended to return the book after reading it.
C. The law firm had given him possession of the book.
D. The law firm had given him custody of the book.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_131
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In response to a column printed in newspapers throughout the United States, an advice columnist received over 28,000 responses. Over 75% of respondents said that if they had it to do over again, they would not have children. The columnist concludes that most parents are sorry that they had children. For which of the following reasons is her conclusion not valid?
Options:
A. Her participants were not randomly assigned in her study.
B. The number of respondents from across the country was too small.
C. The study was not replicated.
D. Her sample may not have been representative of the population.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_132
